id|source|fname|lname|street_address|district|voivodship|postcode|preferred|est_income|own_or_rent|purchases
231806533|C|DAWID|¯ahajkiewicz|Poczta Lucieñ, ul. Lucieñ 30 A 29|gostyniñski|mazowieckie|9504|2|104580.0|O|
231805168|C|FRANCISZEK|W³ochyñski|Poczta Pomiechówek, ul. Modliñska 5|nowodworski|mazowieckie|5180|2|104540.0|O|
231806002|C|MAJA|Chicz|Poczta Karczew, ul. Ko¶cielna 57|otwocki|mazowieckie|5480|2|104530.0|O|
231808791|C|ZOFIA|Redig|Poczta Radzanów nad Wkr±, ul. M³awska 4|m³awski|mazowieckie|6540|2|104470.0|O|
231805329|C|SZYMON|Grduszak|Poczta Tarczyn ko³o Warszawy, ul. Rynek 15|piaseczyñski|mazowieckie|5555|2|104410.0|O|
231805643|C|MICHA£|Haruppa|Poczta Pilawa, Al. Wyzwolenia 75|garwoliñski|mazowieckie|8440|2|104400.0|O|
231808868|C|STANIS£AW|Paszkudzki|Poczta Popowo nad Bugiem 63|wyszkowski|mazowieckie|7204|2|104390.0|O|
231805736|C|£UCJA|Chwiedorowicz|Poczta Jelonki ko³o Ostrowi Mazowieckiej, ul. Jelonki 24|ostrowski|mazowieckie|7302|2|104350.0|O|
231806385|C|ANNA|Tustañski|Poczta Krasiniec 76|makowski|mazowieckie|6211|2|104320.0|O|
231809248|C|KINGA|Heftman|Poczta Wieczfnia Ko¶cielna, ul. Wieczfnia Ko¶cielna 93|m³awski|mazowieckie|6513|2|104240.0|O|
231805883|C|MARCELINA|Chociemski|Skrytki Pocztowe Poczta Konstancin-Jeziorna 001, ul. Moniuszki 22 b 41|piaseczyñski|mazowieckie|5510|2|104220.0|O|
231804735|C|TOMASZ|Howzan|Skrytki Pocztowe Poczta Otwock 004 (¦wider), ul. Jasna 3|otwocki|mazowieckie|5402|2|104090.0|O|
231807874|C|ANNA|¯eber|Skrytki Pocztowe Poczta Ostro³êka 001, ul. Kopernika 9|M. Ostro³êka|mazowieckie|7400|2|103980.0|O|
231808732|C|IGOR|Bulwiñski|Poczta Przasnysz 003, ul. Makowska 8|przasnyski|mazowieckie|6301|2|103940.0|O|
231807758|C|IGA|Strof|Poczta Szczutowo, ul. 3-go Maja 26|sierpecki|mazowieckie|9227|2|103880.0|O|
231807838|C|NATALIA|Jendresczyk|Poczta Lipniki, ul. Stacha Konwy 22 A 63|ostro³êcki|mazowieckie|7436|2|103850.0|O|
231806481|C|BARBARA|Naworyta|Poczta Ko³biel, ul. Ko¶ciuszki 1|otwocki|mazowieckie|5340|2|103840.0|O|
231806636|C|ZUZANNA|Durau|Skrytki Pocztowe Poczta Konstancin-Jeziorna 001, ul. Moniuszki 22 b 90|piaseczyñski|mazowieckie|5510|2|103830.0|O|
231805126|C|FRANCISZEK|Kuczelinis|Poczta Pu³tusk 004, ul. Tartaczna 71|pu³tuski|mazowieckie|6102|2|103780.0|O|
231806772|C|KACPER|Rachert|Poczta Szulborze Koty, ul. Bohaterów Armii Krajowej 12|ostrowski|mazowieckie|7324|2|103740.0|O|
231808272|C|MARIA|Fajnsztajn|Poczta Kuczbork-Osada, ul. Mickiewicza Adama 7a 20|¿uromiñski|mazowieckie|9310|2|103640.0|O|
231808715|C|HUBERT|Niejawski|Poczta Grudusk, ul. Ciechanowska 54|ciechanowski|mazowieckie|6460|2|103620.0|O|
231805417|C|NADIA|Fibiek|Poczta Kadzid³o, ul. Ko¶ciuszki 17|ostro³êcki|mazowieckie|7420|2|103610.0|O|
231807365|C|ALICJA|Nasikowska|Poczta Ostrówek ko³o Wêgrowa, ul. Fabryczna 136a 19|wêgrowski|mazowieckie|7132|2|103600.0|O|
231806591|C|OLIWIA|Pierunek|Poczta B³onie, ul. Targowa 3a 94|warszawski zachodni|mazowieckie|5870|2|103560.0|O|
231805631|C|ADAM|Mosiê¿nik|Poczta P³ock 012, ul. Wyszogrodzka 161|M. P³ock|mazowieckie|9410|2|103510.0|O|
231807407|C|NATAN|Jadwiszczyk|Poczta Nowy Kazuñ, ul. Genera³a Bordzi³owskiego 6|nowodworski|mazowieckie|5154|2|103510.0|O|
231806096|C|PIOTR|¦cinbak|Poczta Józefów ko³o Otwocka 001, ul. ¦widerska 1|otwocki|mazowieckie|5420|2|103480.0|O|
231807314|C|DAWID|Korybski|Poczta Parysów, ul. Ko¶ciuszki 28|garwoliñski|mazowieckie|8441|2|103450.0|O|
231804863|C|OLIWIER|Drza¼dzynski|Poczta Bodzanów ko³o P³ocka, ul. Orzeszkowej 25|p³ocki|mazowieckie|9470|2|103430.0|O|
231806477|C|MARCEL|Korhan|Poczta £êg Probostwo, ul. £êg Probostwo 20|p³ocki|mazowieckie|9209|2|103420.0|O|
231807869|C|KACPER|Duchajda|Poczta G±sewo, ul. Reymonta 16|makowski|mazowieckie|6213|2|103330.0|O|
231807809|C|KRZYSZTOF|Badiura|Poczta Stare Za³ubice 99|wo³omiñski|mazowieckie|5255|2|103280.0|O|
231809187|C|MATYLDA|Mo¿d¿e¼|Poczta Góra Kalwaria 001, ul. Kalwaryjska 14|piaseczyñski|mazowieckie|5530|2|103250.0|O|
231807267|C|KAJA|Sa³a|Poczta Proboszczewice ko³o P³ocka, ul. Proboszczowice 103|p³ocki|mazowieckie|9412|2|103150.0|O|
231809303|C|FILIP|Chimek|Poczta Bojmie 43|siedlecki|mazowieckie|8122|2|103110.0|O|
231807652|C|ALICJA|Ujdak|Poczta Szczawin, ul. Warszawska 5|gostyniñski|mazowieckie|9550|2|103080.0|O|
231806959|C|BART£OMIEJ|Skultety|Poczta Repki, ul. Parkowa 9|soko³owski|mazowieckie|8307|2|103070.0|O|
231806306|C|BORYS|Kosmiatka|Poczta S³ubice ko³o Gostynina 48|p³ocki|mazowieckie|9533|2|102950.0|O|
231804296|C|MIKO£AJ|Maniciak|Poczta D±browa ko³o M³awy, ul. D±browa ko³o M³awy 79|m³awski|mazowieckie|6522|2|102940.0|O|
231807398|C|AGATA|Grón|Poczta Nowy Kazuñ, ul. Genera³a Bordzi³owskiego 6|nowodworski|mazowieckie|5154|2|102860.0|O|
231809718|C|BARTOSZ|Pieczykolano|Poczta Gostynin, ul. Wojska Polskiego 27|gostyniñski|mazowieckie|9500|2|102860.0|O|
231808974|C|KAROL|Kru¿ko|Skrytki Pocztowe Poczta Miñsk Mazowiecki 002, ul. Plac Dworcowy 3|miñski|mazowieckie|5303|2|102830.0|O|
231804678|C|FILIP|Drulis|Poczta Grodziec agencja pocztowa UP Czerwiñsk nad Wis³±, ul. Grodziec ko³o P³ocka 3|p³oñski|mazowieckie|9151|2|102830.0|O|
231807333|C|BLANKA|Juwka|Poczta Sobolew, ul. Ko¶ciuszki 33a 29|garwoliñski|mazowieckie|8460|2|102790.0|O|
231808008|C|SARA|£azorczak|Poczta Baboszewo, ul. Brodeckich Jana i Antoniego 1|p³oñski|mazowieckie|9130|2|102780.0|O|
231806176|C|NADIA|Laszuk vel Leszczañski|Poczta Sierpc, ul. P³ocka 22|sierpecki|mazowieckie|9200|2|102750.0|O|
231807363|C|SARA|Pagocka|Poczta P³ock 011, ul. Walecznych 9|M. P³ock|mazowieckie|9409|2|102710.0|O|
231806863|C|BLANKA|Pyraj|Poczta Ciechanów 003, ul. Wojska Polskiego 54|ciechanowski|mazowieckie|6401|2|102660.0|O|
231806362|C|ALAN|Panenberg|Poczta Pilawa, Al. Wyzwolenia 75|garwoliñski|mazowieckie|8440|2|102660.0|O|
231805317|C|TOMASZ|Zo³ek|Poczta Otrêbusy, ul. Wiejska 1|pruszkowski|mazowieckie|5805|2|102640.0|O|
231808111|C|KAMIL|Jedziewicz|Poczta Ostro³êka 001, ul. Kopernika 9|M. Ostro³êka|mazowieckie|7400|2|102580.0|O|
231805607|C|GABRIELA|Magdziar|Poczta Ma³a Wie¶, ul. Pocztowa 1|p³ocki|mazowieckie|9460|2|102570.0|O|
231805402|C|KSAWERY|Krasik|Poczta Filia UP Legionowo 001, ul. Kardyna³a Stefana Wyszyñskiego 17|legionowski|mazowieckie|5122|2|102560.0|O|
231805347|C|TYMON|Grygula|Poczta Sikórz, ul. Sikórz 90 b 64|p³ocki|mazowieckie|9413|2|102510.0|O|
231806845|C|ALICJA|Wojsiewicz|Poczta Siedlce 005, ul. Warszawska 93|M. Siedlce|mazowieckie|8103|2|102420.0|O|
231807141|C|WIKTORIA|Cietrzak|Poczta Pu³tusk 001, ul. 17 Sierpnia 35|pu³tuski|mazowieckie|6100|2|102400.0|O|
231808812|C|DOMINIK|Buszkowski|Skrytki Pocztowe Poczta Góra Kalwaria 001, ul. Kalwaryjska 14|piaseczyñski|mazowieckie|5530|2|102390.0|O|
231804464|C|LAURA|Kozietulski|Poczta Stê¿yca 83|rycki|lubelskie|8540|2|102380.0|O|
231809034|C|FRANCISZEK|Grejcke|Poczta Podkowa Le¶na, ul. S³owicza 2a 41|grodziski|mazowieckie|5807|2|102310.0|O|
231804593|C|WOJCIECH|Peicha|Poczta Bielsk ko³o P³ocka, ul. Sierpecka 4|p³ocki|mazowieckie|9230|2|102160.0|O|
231805320|C|PAWE£|Wiewiorska|Poczta Popowo nad Bugiem 4|wyszkowski|mazowieckie|7204|2|102140.0|O|
231806618|C|ALEKSANDER|Antosiak|Skrytki Pocztowe Poczta Pruszków 001, ul. Ko¶ciuszki 30|pruszkowski|mazowieckie|5800|2|102110.0|O|
231805793|C|ALICJA|¯orniak|Poczta Dêblin 001, ul. Bankowa 17|rycki|lubelskie|8530|2|102090.0|O|
231807417|C|PIOTR|Czerwiak|Instytucja ZUS oddzia³ P³ock, Al. Jachowicza 1|M. P³ock|mazowieckie|9403|2|102070.0|O|
231804587|C|MIKO£AJ|Solima|Poczta Miñsk Mazowiecki 004, Pl. D±browszczaków 1|miñski|mazowieckie|5302|2|102060.0|O|
231808223|C|LEON|Przygiêda|Poczta Sarnaki, ul. Kolejowa 8|³osicki|mazowieckie|8220|2|102040.0|O|
231807084|C|PATRYK|Orabicka|Poczta Dr±¿d¿ewo 24|makowski|mazowieckie|6214|2|101980.0|O|
231806909|C|KACPER|Draszawka|Poczta Olszewo-Borki, ul. 3 Maja 3|ostro³êcki|mazowieckie|7415|2|101970.0|O|
231807557|C|DAWID|Sobotka|Skrytki Pocztowe Poczta P³ock 001, ul. Bielska 14b 99|M. P³ock|mazowieckie|9400|2|101970.0|O|
231808198|C|ANNA|Lipianin|Poczta Chorzele, ul. Mostowa 13|przasnyski|mazowieckie|6330|2|101960.0|O|
231806201|C|NIKOLA|£ód¼|Poczta Pniewo, ul. Pniewo 70A 58|pu³tuski|mazowieckie|7214|2|101950.0|O|
231805666|C|KLARA|Walañski|Poczta Sucho¿ebry, ul. Ogiñskiej Aleksandry 11|siedlecki|mazowieckie|8125|2|101920.0|O|
231808493|C|MI£OSZ|Zemat|Poczta Szelków Nowy 70|makowski|mazowieckie|6220|2|101850.0|O|
231808001|C|NIKODEM|Lulke|Poczta Gozdowo 42|sierpecki|mazowieckie|9213|2|101800.0|O|
231806433|C|SARA|G±czowski|Skrytki Pocztowe Poczta Marki 001, ul. Sportowa 1|wo³omiñski|mazowieckie|5270|2|101720.0|O|
231808822|C|FRANCISZEK|Borawski Reks|Poczta Prostyñ 10|ostrowski|mazowieckie|7319|2|101680.0|O|
231808847|C|MILENA|Naszczeñska|Poczta Stê¿yca 26|rycki|lubelskie|8540|2|101640.0|O|
231805249|C|ADAM|Bla¿nik|Poczta Warka 72|grójecki|mazowieckie|5660|2|101640.0|O|
231805204|C|NIKOLA|Pazdrijowski|Poczta Pruszków 006, ul. Helenowska 3|pruszkowski|mazowieckie|5804|2|101630.0|O|
231807419|C|HANNA|Bikos|Poczta Filia UP Zegrze Po³udniowe, ul. Modliñska 1|legionowski|mazowieckie|5135|2|101630.0|O|
231806973|C|KAJETAN|Eichmueller|Poczta Radzanowo ko³o P³ocka, ul. P³ocka 32|p³ocki|mazowieckie|9451|2|101620.0|O|
231807637|C|MICHA£|Trczyk|Poczta Wola Rasztowska, ul. Osiedle Blok nr 3/b 89|wo³omiñski|mazowieckie|5253|2|101570.0|O|
231804720|C|NATALIA|F³akowski|Poczta Wodynie 72|siedlecki|mazowieckie|8117|2|101560.0|O|
231805234|C|FILIP|Adelaja|Poczta B³êdów 86|grójecki|mazowieckie|5620|2|101510.0|O|
231808885|C|JAGODA|Poczopowicz|Poczta Krasnosielc 95|makowski|mazowieckie|6212|2|101500.0|O|
231804919|C|ANTONINA|Majerkiewicz|Poczta Dêblin 001, ul. Bankowa 17|rycki|lubelskie|8530|2|101450.0|O|
231804738|C|OSKAR|Klajborowski|Poczta K³udzienko 71|grodziski|mazowieckie|5824|2|101380.0|O|
231805685|C|NELA|Majerkowski|Poczta Filia UP Legionowo 005, ul. Ko¶cielna 78|legionowski|mazowieckie|5124|2|101350.0|O|
231809296|C|OSKAR|Py¿a|Poczta Zakroczym, ul. Ojca Ko¼miñskiego D. 1|nowodworski|mazowieckie|5170|2|101280.0|O|
231807884|C|DAWID|Dekonda|Poczta Nadarzyn, ul. Warszawska 5|pruszkowski|mazowieckie|5830|2|101240.0|O|
231809215|C|FABIAN|Dondes|Poczta Blichowo, ul. Blichowo 1A 55|p³ocki|mazowieckie|9452|2|101050.0|O|
231805745|C|MARIA|Poprzêcki|Poczta U³ê¿ 86|rycki|lubelskie|8504|2|100980.0|O|
231807254|C|MATEUSZ|Weniewski|Poczta Jab³onna Lacka, ul. Targowa 2|soko³owski|mazowieckie|8304|2|100950.0|O|
231807564|C|AMELIA|Areminiak|Poczta Zarêby Ko¶cielne, ul. Kowalska 14|ostrowski|mazowieckie|7323|2|100950.0|O|
231808959|C|KINGA|Annowski|Poczta Szreñsk, ul. Szreñskiego 2|m³awski|mazowieckie|6550|2|100830.0|O|
231808026|C|MATEUSZ|Sucorski|Poczta Ciechanów 004, ul. Kiciñskiego 21/23|ciechanowski|mazowieckie|6402|2|100820.0|O|
231804629|C|KAROL|Gumbi|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Elizy Orzeszkowej 2A 23|grodziski|mazowieckie|5827|2|100820.0|O|
231807570|C|DAWID|Powonska|Poczta Nowa Wie¶ ko³o Ostro³êki, ul. Parkowa 1|ostro³êcki|mazowieckie|7416|2|100810.0|O|
231806431|C|BLANKA|Sa³apiak|Poczta Dobrzyków, ul. Obroñców Dobrzykowa 54|p³ocki|mazowieckie|9522|2|100780.0|O|
231805644|C|ANASTAZJA|Jendryszczyk|Poczta Przesmyki, ul. 11-ego Listopada 5a 0|siedlecki|mazowieckie|8109|2|100780.0|O|
231809302|C|NATALIA|Szerkszniewski|Poczta Miedzna ko³o Wêgrowa, ul. Bednarska 7|wêgrowski|mazowieckie|7106|2|100740.0|O|
231804839|C|BORYS|Stry¿ko|Poczta Bia³obrzegi ko³o Zegrza, ul. Wojska Polskiego 13|legionowski|mazowieckie|5127|2|100730.0|O|
231808424|C|ANIELA|Szmagarzewski|Poczta Konstancin-Jeziorna 004, ul. Wilanowska 1|piaseczyñski|mazowieckie|5520|2|100720.0|O|
231807934|C|ARTUR|Mede|Poczta Bie¿uñ 70|¿uromiñski|mazowieckie|9320|2|100700.0|O|
231805963|C|IGNACY|Gumpricht|Poczta Ostro³êka 005, ul. J. Hallera 13|M. Ostro³êka|mazowieckie|7412|2|100680.0|O|
231809681|C|GABRIELA|Kamzelak|Poczta Miñsk Mazowiecki 002, ul. Plac Dworcowy 3|miñski|mazowieckie|5303|2|100680.0|O|
231808777|C|WOJCIECH|Gratyfikacki|Skrytki Pocztowe Poczta Ciechanów 006, ul. Batalionów Ch³opskich 17A 93|ciechanowski|mazowieckie|6413|2|100600.0|O|
231805898|C|PIOTR|Majkrzakowski|Poczta Chynów ko³o Grójca 98|grójecki|mazowieckie|5650|2|100590.0|O|
231808919|C|KAJA|Gandrela|Poczta Krzesk-Królowa Niwa, ul. Krzesk-Królowa Niwa 20|siedlecki|mazowieckie|8111|2|100550.0|O|
231806882|C|BART£OMIEJ|Wosatko|Poczta Ro¶ciszewo, ul. Jana Paw³a II 30|sierpecki|mazowieckie|9204|2|100550.0|O|
231808654|C|KSAWERY|Luzyn|Poczta Dêblin 001, ul. Bankowa 17|rycki|lubelskie|8530|2|100520.0|O|
231805718|C|NATAN|Feldensztejn|Poczta Ostrówek ko³o Wêgrowa, ul. Fabryczna 136a 55|wêgrowski|mazowieckie|7132|2|100510.0|O|
231804535|C|NINA|Nestrych|Poczta Dzierz±¿nia 78|p³oñski|mazowieckie|9164|2|100490.0|O|
231805157|C|WOJCIECH|Janiar|Poczta Szczawin, ul. Warszawska 5|gostyniñski|mazowieckie|9550|2|100460.0|O|
231804387|C|HANNA|Mêkaj|Poczta Ryki 84|rycki|lubelskie|8500|2|100410.0|O|
231807457|C|ALEKSANDRA|Ka³uch|Poczta Miñsk Mazowiecki 001, ul. Warszawska 149|miñski|mazowieckie|5300|2|100270.0|O|
231808015|C|KRZYSZTOF|Czeszczewik|Poczta Filia UP Wodynie 65|siedlecki|mazowieckie|8116|2|100250.0|O|
231808510|C|MIKO£AJ|Lipton|Poczta Krzesk-Królowa Niwa, ul. Krzesk-Królowa Niwa 20|siedlecki|mazowieckie|8111|2|100250.0|O|
231806645|C|MAKSYMILIAN|Chajdzicki|Poczta Soczewka, ul. Soczewka 25|p³ocki|mazowieckie|9506|2|100180.0|O|
231808573|C|NATALIA|Dajneko|Skrytki Pocztowe Poczta Pu³tusk 004, ul. Tartaczna 71|pu³tuski|mazowieckie|6102|2|100160.0|O|
231806483|C|TYMOTEUSZ|Gwist|Poczta Ro¶ciszewo, ul. Jana Paw³a II 30|sierpecki|mazowieckie|9204|2|100130.0|O|
231806975|C|ANIELA|Kostow|Poczta Przasnysz 003, ul. Makowska 8|przasnyski|mazowieckie|6301|2|100110.0|O|
231808524|C|MAJA|Wydronek|Poczta Oddzia³ UP Lubowidz, ul. Syberia 14|¿uromiñski|mazowieckie|9303|2|100070.0|O|
231805525|C|OLIWIA|Brzeszkie|Poczta Troszyn, ul. Szkolna 3|ostro³êcki|mazowieckie|7405|2|99980.0|O|
231808718|C|HUBERT|Fajrajzen|Poczta Lelis, ul. Szkolna 41|ostro³êcki|mazowieckie|7402|2|99980.0|O|
231805296|C|MIKO£AJ|Dotuñ|Skrytki Pocztowe Poczta P³oñsk 001, ul. Grunwaldzka 42|p³oñski|mazowieckie|9100|2|99980.0|O|
231806274|C|KINGA|Zelez|Poczta Miedzna ko³o Wêgrowa, ul. Bednarska 7|wêgrowski|mazowieckie|7106|2|99950.0|O|
231807047|C|HANNA|Bri³ecka|Skrytki Pocztowe Poczta Pu³tusk 001, ul. 17 Sierpnia 35|pu³tuski|mazowieckie|6100|2|99930.0|O|
231809667|C|WERONIKA|Kutrzmann|Poczta Nadarzyn, ul. Warszawska 5|pruszkowski|mazowieckie|5830|2|99920.0|O|
231806331|C|WIKTORIA|Opi³kowski|Poczta Wyszków 003, ul. Aleja Wolno¶ci 9|wyszkowski|mazowieckie|7201|2|99910.0|O|
231807426|C|BARBARA|Trochunowicz|Poczta £ochów, ul. 1-go Maja 1|wêgrowski|mazowieckie|7130|2|99900.0|O|
231808581|C|ALAN|Tryla|Poczta Zatory 67|pu³tuski|mazowieckie|7217|2|99900.0|O|
231808663|C|MARIA|Uzikowski|Poczta Ciechanów 003, ul. Wojska Polskiego 54|ciechanowski|mazowieckie|6401|2|99900.0|O|
231807380|C|PAWE£|Hluzow|Skrytki Pocztowe Poczta Wo³omin 001, ul. Ogrodowa 3|wo³omiñski|mazowieckie|5200|2|99870.0|O|
231807281|C|MAGDALENA|Armada|Skrytki Pocztowe Poczta Ostro³êka 007, ul. ¯eromskiego 13|M. Ostro³êka|mazowieckie|7417|2|99850.0|O|
231806465|C|ALEKSANDER|Rancman|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Sienkiewicza 52|grodziski|mazowieckie|5826|2|99680.0|O|
231804816|C|TYMOTEUSZ|Rozgoza|Poczta Zalas 6|ostro³êcki|mazowieckie|7438|2|99550.0|O|
231808012|C|JAKUB|Janota|Poczta Soñsk, ul. Ciechanowska 16|ciechanowski|mazowieckie|6430|2|99500.0|O|
231806013|C|KLARA|Markosiñska|Poczta Wyszków 003, ul. Aleja Wolno¶ci 9|wyszkowski|mazowieckie|7201|2|99480.0|O|
231805035|C|KLARA|Chuzik|Poczta Nowa Wie¶ ko³o Ostro³êki, ul. Parkowa 1|ostro³êcki|mazowieckie|7416|2|99480.0|O|
231809142|C|JOANNA|Soroków|Poczta Sypniewo ko³o Ostro³êki, ul. Ostro³êcka 31|makowski|mazowieckie|6216|2|99450.0|O|
231806155|C|KACPER|Bry³kiw|Poczta Mogielnica ko³o Grójca 4|grójecki|mazowieckie|5640|2|99430.0|O|
231806976|C|LAURA|Marszel|Poczta G³osków, ul. Po³udniowa 13|piaseczyñski|mazowieckie|5503|2|99400.0|O|
231806091|C|KAJETAN|Stachanowska|Poczta Szulborze Koty, ul. Bohaterów Armii Krajowej 12|ostrowski|mazowieckie|7324|2|99380.0|O|
231808062|C|HUBERT|Nierodko|Poczta Otrêbusy, ul. Wiejska 1|pruszkowski|mazowieckie|5805|2|99300.0|O|
231805435|C|WOJCIECH|Skurczuñska|Poczta Gójsk, ul. Sierpecka 3a 19|sierpecki|mazowieckie|9216|2|99280.0|O|
231805567|C|MATEUSZ|Fancura|Poczta P³ock 005, ul. Czwartaków 5|M. P³ock|mazowieckie|9403|2|99270.0|O|
231807279|C|MAKSYMILIAN|Krieg|Poczta Serock nad Narwi±, ul. Radzymiñska 4|legionowski|mazowieckie|5140|2|99240.0|O|
231806413|C|ANTONI|Szportuñ|Poczta Ho³owczyce, ul. Ho³owczyce Nowe 15|³osicki|mazowieckie|8221|2|99190.0|O|
231806741|C|OLIWIA|Posiedlak|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Sienkiewicza 52|grodziski|mazowieckie|5826|2|99180.0|O|
231809589|C|DAWID|Chlêbicka|Poczta Oddzia³ UP Strzegowo, ul. Niedzbórz 37|m³awski|mazowieckie|6458|2|99170.0|O|
231808966|C|BARBARA|Schwertsik|Poczta Jednoro¿ec, ul. Witosa 2|przasnyski|mazowieckie|6323|2|99130.0|O|
231808170|C|JAN|Ró¿|Poczta Soko³ów Podlaski 003, ul. D³uga 36|soko³owski|mazowieckie|8301|2|99120.0|O|
231808866|C|PIOTR|Kotsch|Poczta Ostro³êka 003, ul. I Armii WP 42|M. Ostro³êka|mazowieckie|7401|2|99090.0|O|
231805102|C|ANNA|Baraziñska|Poczta M³awa 003, ul. Dworcowa 5|m³awski|mazowieckie|6501|2|99090.0|O|
231805846|C|GABRIEL|Fryndt|Poczta Lipiñskie, ul. Lipiñskie 59|p³ocki|mazowieckie|9542|2|99060.0|O|
231807499|C|HUBERT|Pintocha|Poczta Celestynów, ul. Regucka 3a 19|otwocki|mazowieckie|5430|2|99050.0|O|
231806509|C|JULIAN|Kroncig|Poczta Nieporêt, ul. Ch³odna 1a 61|legionowski|mazowieckie|5126|2|99020.0|O|
231808284|C|KSAWERY|Harasymi|Poczta G±bin, ul. P³ocka 1|p³ocki|mazowieckie|9530|2|99020.0|O|
231807192|C|SARA|Jilg|Poczta Sikórz, ul. Sikórz 90 b 99|p³ocki|mazowieckie|9413|2|98990.0|O|
231804560|C|GABRIEL|Pszty¶|Poczta Krasiniec 68|makowski|mazowieckie|6211|2|98960.0|O|
231809512|C|BORYS|Chipalska|Skrytki Pocztowe Poczta Wyszków 004, ul. Sowiñskiego 63|wyszkowski|mazowieckie|7202|2|98950.0|O|
231805342|C|ALEKSANDRA|Szel|Poczta Piski 18|ostro³êcki|mazowieckie|7406|2|98890.0|O|
231806992|C|MARCELINA|Rospiórski|Poczta Stoczek ko³o Ma³kini 82|wêgrowski|mazowieckie|7104|2|98820.0|O|
231809627|C|JOANNA|¦wat|Poczta Miñsk Mazowiecki 001, ul. Warszawska 149|miñski|mazowieckie|5300|2|98800.0|O|
231805660|C|SARA|Ponikiewski|Poczta Blichowo, ul. Blichowo 1A 23|p³ocki|mazowieckie|9452|2|98800.0|O|
231805573|C|MIKO£AJ|Punder|Poczta Chorzele, ul. Mostowa 13|przasnyski|mazowieckie|6330|2|98770.0|O|
231804913|C|ZOFIA|Zappel|Poczta Grójec, ul. Niepodleg³o¶ci 6|grójecki|mazowieckie|5600|2|98740.0|O|
231805145|C|BLANKA|Ansorge|Poczta Miñsk Mazowiecki 004, Pl. D±browszczaków 1|miñski|mazowieckie|5302|2|98700.0|O|
231807389|C|GABRIELA|Cypkuñ|Poczta Filia UP Zegrze Po³udniowe, ul. Profesora Groszkowskiego 24|legionowski|mazowieckie|5131|2|98690.0|O|
231804357|C|ALICJA|Ledwañski|Poczta Boguty, Al. Jana Paw³a II 45|ostrowski|mazowieckie|7325|2|98680.0|O|
231807612|C|KLARA|Goszczyna|Poczta Krzynow³oga Ma³a, ul. Przasnyska 3|przasnyski|mazowieckie|6316|2|98650.0|O|
231805407|C|LENA|Hadzicki|Poczta Je¿ewo ko³o Sierpca, ul. Je¿ewo ko³o Sierpca 19|sierpecki|mazowieckie|9205|2|98650.0|O|
231806211|C|OLIWIA|Bubnik|Poczta Sobolew, ul. Ko¶ciuszki 33a 88|garwoliñski|mazowieckie|8460|2|98650.0|O|
231804244|C|ZUZANNA|Kostela|Poczta Kuczbork-Osada, ul. Mickiewicza Adama 7a 97|¿uromiñski|mazowieckie|9310|2|98640.0|O|
231804563|C|PAULINA|Chamier|Poczta Ostro³êka 004, ul. Korczaka 4|M. Ostro³êka|mazowieckie|7409|2|98630.0|O|
231804650|C|BLANKA|Skisia³y|Skrytki Pocztowe Poczta P³oñsk 001, ul. Grunwaldzka 42|p³oñski|mazowieckie|9100|2|98620.0|O|
231808726|C|NIKODEM|Ciesiewicz|Poczta Pruszków 001, Rejonowy Urz±d Poczty, ul. Ko¶ciuszki 30|pruszkowski|mazowieckie|5800|2|98620.0|O|
231809066|C|JAGODA|£ohowska|Poczta Troszyn, ul. Szkolna 3|ostro³êcki|mazowieckie|7405|2|98610.0|O|
231804956|C|ANASTAZJA|Kafler|Poczta Mordy, ul. Kiliñskiego 1|siedlecki|mazowieckie|8140|2|98600.0|O|
231806130|C|MATYLDA|Djaczyk|Poczta M³awa 001, ul. ¯wirki 2|m³awski|mazowieckie|6500|2|98590.0|O|
231809563|C|MILENA|Maci±czyk|Poczta Sadowne, ul. Ko¶ciuszki 32|wêgrowski|mazowieckie|7140|2|98590.0|O|
231806168|C|ANASTAZJA|Lede|Poczta Koby³ka, ul. Orszagha 14|wo³omiñski|mazowieckie|5230|2|98550.0|O|
231806683|C|ALEKSANDRA|Barnasiak|Poczta M³ynarze, ul. Rolna 10|makowski|mazowieckie|6231|2|98440.0|O|
231808807|C|MAKSYMILIAN|Kokkola|Poczta Górzno ko³o Garwolina 57|garwoliñski|mazowieckie|8404|2|98420.0|O|
231807704|C|FILIP|Knetka|Poczta Lelis, ul. Szkolna 41|ostro³êcki|mazowieckie|7402|2|98380.0|O|
231807401|C|NIKOLA|Kuchorski|Poczta Sypniewo ko³o Ostro³êki, ul. Ostro³êcka 31|makowski|mazowieckie|6216|2|98380.0|O|
231808725|C|POLA|Dubielin|Poczta Mordy, ul. Kiliñskiego 1|siedlecki|mazowieckie|8140|2|98370.0|O|
231806546|C|BLANKA|Stroniczek|Poczta Wola Mystkowska 46|wyszkowski|mazowieckie|7206|2|98370.0|O|
231808801|C|MA£GORZATA|Gotarz|Poczta Brañszczyk, ul. Jana Paw³a II 43|wyszkowski|mazowieckie|7221|2|98340.0|O|
231809545|C|MATEUSZ|Bezsztanow|Poczta D±browa ko³o M³awy, ul. D±browa ko³o M³awy 79|m³awski|mazowieckie|6522|2|98330.0|O|
